Country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Middle East & North Africa (excluding high income),MNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,6.658326696,8.899244334,10.90553365,12.29188112,9.049022765,8.703406365,13.54499081,6.481799871,6.788419965,1.318347325,15.12070186,-0.485900458,-4.895475199,-2.038827858,-9.352457747,0.308690381,14.41865765,4.360809238,-0.883959023,3.465226712,-2.226818014,2.005822896,0.36291412,1.91171382,12.02435998,-0.918419038,5.120841742,3.02118323,2.111223393,2.976694779,6.122246594,3.61585039,6.772431633,4.229796967,6.097963042,2.381337307,2.924007948,1.962412509,7.928380302,4.353475228,5.108480315,6.098654196,3.992478238,2.989050347,5.288745844,-0.492476867,1.859554454,1.448288949,1.987301215,0.659839069,6.714220549,2.816720599,0.599138759,0.556792432,-3.487914766
Montenegro,MNE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.900006713,-9.400001407,3.100000184,1.099842719,1.90393392,2.482659361,4.426052958,4.180601527,8.566419508,6.810150125,7.222752592,-5.795096995,2.734331082,3.228451021,-2.723790771,3.548979912,1.783698581,3.390381397,2.949280321,4.716465276,5.077888811,4.062944992,-15.30689376
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,8.342136115,5.834037954,5.933419453,5.712872261,9.374994513,3.458648471,5.107972312,4.178195743,-3.184460178,-8.693544731,-9.256465705,-3.168791549,2.134382694,6.376426887,2.235093844,3.896713583,3.3399366,3.07036901,1.146062137,2.952710544,4.732978465,7.004634575,10.62540596,7.25366544,8.556234809,10.24801636,8.900367946,-1.268598941,6.365161685,17.29077758,12.31981985,11.64891619,7.885225482,2.379835807,1.489784485,5.63687639,7.74488062,5.602244219,-4.557751973
Northern Mariana Islands,MNP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.343170899,-3.077975376,-12.70289344,-6.871463217,-6.684027778,-11.06976744,-17.57322176,1.395939086,-7.384230288,0.810810811,2.680965147,4.177545692,3.383458647,29.21212121,23.17073171,-19.34501142,-11.14258735,
Mozambique,MOZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,5.000002949,-6.899999439,-15.70000204,-6.49999988,0.999996721,-2.299996026,14.70000042,8.199995179,6.500004552,0.999992833,4.925451257,-6.124715451,10.59852967,6.533396458,2.259757178,11.2025196,11.30106865,9.931251949,11.69852372,1.180300789,12.0868744,9.291051885,6.878532872,7.916407836,6.645908281,9.694374092,7.729746242,7.317755324,6.318197232,6.502353115,7.417384316,7.258439253,6.963607135,7.398512797,6.72327878,3.824214319,3.741317593,3.44381384,2.31460601,-1.233905711
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,0.726608377,-1.983767575,27.69088635,16.1383305,0.230961965,3.567132897,10.19644263,1.248532088,11.98593115,1.842886437,-0.732907868,-4.584756933,12.16261106,-5.134374447,8.54610493,-1.878593683,-0.504713832,4.790039837,3.37121022,3.45028842,-2.339924122,3.735342026,-3.226864452,2.994760505,5.713579354,1.900384152,1.720397976,4.777585421,-1.771304534,1.788087282,1.874125731,5.873637432,-3.060732225,9.819800419,5.818826634,-4.044696525,2.777804784,3.673178323,-3.918025879,-0.799493816,1.381483962,6.928269551,4.732757925,8.566287249,18.33319876,-1.969422752,-0.331079195,0.097875872,2.620229521,4.172783283,4.470013182,4.150813186,4.274823271,5.376339237,1.260909224,6.270545694,4.526746225,5.75993059,-1.763321794
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,6.547619053,3.830806085,3.516525747,-10.0612585,5.882352901,5.497075927,0.383795311,4.698385727,6.954475462,9.742033321,8.891039826,6.791346749,4.46514861,7.186736771,4.435446262,6.512698594,5.082062928,4.136142898,4.287736571,5.587843899,5.687477444,6.071940161,2.610932319,8.202791783,3.347540711,1.614918645,5.925445489,4.330019872,1.777543037,4.865544597,5.727016147,5.386962558,3.31507699,4.377203227,4.077538076,3.49611836,3.360406098,3.744575777,3.553071704,3.837932654,3.814152108,3.759677227,3.012375903,-14.89468757
Malawi,MWI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,7.639597855,0.668364743,-1.391078517,2.661103268,13.61649342,13.24903632,7.281549943,-1.923079168,5.882359893,0.479297978,16.21856363,6.231349008,2.300661571,7.175963618,6.08682381,4.997731243,4.918031369,9.745068027,4.39615374,0.406746413,-5.290119219,2.503453814,3.718709051,5.360304094,4.570982302,-0.214802518,1.625239182,3.177291278,1.344689707,5.692294494,8.730231829,-7.332978136,9.69184027,-10.24018174,16.72881759,7.316681512,3.792419099,3.895253631,3.042278092,1.576077837,-4.974963848,1.700000014,5.705639438,5.420497693,3.268725827,4.699999992,9.600000004,7.639736775,8.328110276,6.874065633,4.854055111,1.885799507,5.199999997,5.700000004,2.8,2.484040625,4.000030517,4.391688296,5.448181336,0.799998331
Malaysia,MYS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,7.597993999,6.421029609,7.338803527,5.358962909,7.684863475,7.816711026,3.857146492,7.977994642,4.888533653,5.98653863,10.03466058,9.388444991,11.70108161,8.318661972,0.801068091,11.56348978,7.75305838,6.653892216,9.349099931,7.441826784,6.942104199,5.943152455,6.252230815,7.76179012,-1.025250251,1.240594926,5.191932111,9.937719677,9.059600866,9.00852714,9.545467414,8.885117978,9.894943334,9.212041793,9.829085197,10.00270069,7.32274185,-7.359415188,6.137612011,8.85886817,0.517675319,5.390988307,5.788499286,6.783437724,5.332139161,5.584847067,6.298785927,4.831769889,-1.513528716,7.424847383,5.293912834,5.473454193,4.693722526,6.006721946,5.091532422,4.449781398,5.81272241,4.84305661,4.439471288,-5.646944836
North America,NAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.301158979,6.099187788,4.398366175,5.802522229,6.399181929,6.503862137,2.505682582,4.798429531,3.100191028,-0.342855359,3.293439253,5.256810113,5.64327261,-0.539749975,-0.203177132,5.390256561,4.624937945,5.532757794,3.165534611,-0.251879438,2.537618547,-1.805122133,4.582319568,7.232554865,4.166163981,3.464351181,3.459411513,4.176994797,3.670873663,1.884970957,-0.110055704,3.520632219,2.751906186,4.027117891,2.685027522,3.772002484,4.381878816,4.360079063,4.697228548,4.185286714,1.029999339,1.859530651,2.929989882,3.806573633,3.620343931,2.95293122,2.249624753,-0.048101013,-2.56907224,2.602805571,1.674583897,2.207472889,1.880125793,2.551254841,2.880595844,1.654818141,2.388332081,2.950766434,2.137188503,-3.77318135
Namibia,NAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,0.971449499,-0.398090744,-1.823450375,-0.236891524,0.464171263,4.767269666,3.553769142,0.813148943,1.858674962,2.04745994,8.165612502,7.189342523,-1.579539159,1.729879488,3.899014221,3.191324301,4.220100304,3.291585621,3.369278424,3.492183364,1.177948695,4.788661219,4.239794296,12.2695481,2.529262658,7.073175318,5.374044152,2.649812038,0.295970914,6.03924948,5.091338139,5.06168207,5.614719623,6.09251916,4.264174538,0.03379445,-1.027250827,1.059943471,-0.88809916,-8.500149038
New Caledonia,NCL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,-3.848577701,5.400791443,14.26255469,15.71631338,30.99928974,6.999215677,3.398499545,-11.19930863,12.7011152,6.499471805,2.299998218,1.899824279,9.800007197,-13.60000507,-0.399994551,-6.999999369,2.399992488,-1.99999757,1.799999233,4.500000498,-1.000003497,5.700002751,34.60000065,10.99999947,3.600001274,4.900028142,0.519994838,0.529794655,2.590186906,5.940031102,0.449879084,2.00715233,-3.200275527,0.900172519,2.100108827,,,,,,,,,,,,,,,,,,,,
Niger,NER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.546393036,10.27871349,9.428229321,0.13103989,6.919761819,-0.382497198,0.12286867,0.383494662,-5.485945812,3.055778922,5.679320644,-5.166272306,-17.04758357,8.77523805,-2.793193436,0.678203402,7.764581119,13.47261233,7.146996066,-2.455036125,-0.177666071,2.174460219,-3.863627907,-16.81983511,7.718127446,6.352137306,0.088281361,6.871150134,0.957045972,-1.308478284,-0.439489101,2.000752361,0.321655475,1.854778792,2.457244121,0.100530504,1.527475712,9.972614957,-0.219562519,-1.208477743,7.268134903,4.918470578,2.170610381,0.36380158,7.331868841,5.931049974,3.142724084,7.731414229,1.962600905,8.578166743,2.357756936,10.54894458,5.315130636,6.642136654,4.392648832,5.740893151,5.001359945,7.210803008,5.941396863,3.580006403
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,0.191795489,4.102992589,8.57861892,4.950488659,4.884976838,-4.250514188,-15.74362821,-1.248360246,24.19738395,25.00724193,14.23753156,3.36426203,5.392760484,11.16067455,-5.227747559,9.04235173,6.024117846,-5.764158392,6.759430935,4.204831047,-13.12788049,-6.803388815,-10.92408504,-1.115623218,5.913027464,0.06094527,3.200125467,7.334025488,1.919381297,11.77688593,0.358352604,4.631192947,-2.035118776,-1.814924483,-0.072664767,4.195924045,2.93709942,2.581254103,0.584126895,5.015934757,5.917684652,15.32915574,7.34719497,9.250558228,6.438516525,6.059428031,6.591130361,6.764472778,8.036925102,8.005655915,5.307924204,4.230061175,6.671335393,6.309718656,2.652693295,-1.61686895,0.80588662,1.922757342,2.208429277,-1.794253082
Nicaragua,NIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,7.497743398,10.89079833,10.86547925,11.69847903,9.525155827,3.301136398,6.969513825,1.342960053,6.237703907,1.353826591,3.304756499,2.220722892,6.417013974,14.19242509,-0.153246894,5.209454497,8.368480533,-7.838800375,-26.47878886,4.611732279,5.36329019,-0.816361919,4.613211627,-1.566093913,-4.081851488,-1.017309161,-0.706352941,-12.44982204,-1.73821633,-0.052499721,-0.189281494,0.386346578,-0.392936047,3.337726113,5.911907937,6.344268361,3.966650928,3.711681464,7.035970464,4.101590251,2.960843491,0.753938876,2.520732896,5.31217057,4.282398338,4.153199588,5.076658981,3.434744656,-3.292815113,4.410481398,6.316709606,6.496026079,4.926825634,4.785847059,4.792086282,4.562954429,4.632533981,-3.363687646,-3.674794578,-1.977329393
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,0.295546673,6.843507321,3.62462153,8.274903931,8.643094936,2.741104335,5.280014747,6.41613404,6.429449078,6.140181648,4.316980365,3.533874409,5.444222985,3.438717861,0.002028862,4.456309652,2.520440279,2.696246964,2.014166128,1.341914136,-0.783611707,-1.240756593,2.069957888,3.061679182,2.580179771,2.786975737,1.931248685,3.441218861,4.420117896,4.183222986,2.439134408,1.706070897,1.257552158,2.961092569,3.116035986,3.498742121,4.329053405,4.66391716,5.034048152,4.195642498,2.326955087,0.217273595,0.155645898,1.984945714,2.050876108,3.460988954,3.772842521,2.170324851,-3.666883937,1.342739336,1.551189312,-1.030353991,-0.130175288,1.423395395,1.959169721,2.191713719,2.910902513,2.360915095,1.955588416,-3.798635993
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.27333551,2.813945138,3.785043084,5.009650987,5.285608801,3.786513255,6.256079006,2.259875528,4.504611456,1.943300505,5.672407475,5.330625916,4.532918846,3.923010202,4.952147785,5.825393459,4.160747322,3.869320363,4.372546231,4.564648356,1.598274364,0.235354478,3.972808814,6.052403165,5.553358964,4.042252621,1.753400789,-0.255347258,1.038289969,1.932419827,3.084721395,3.574395539,2.845324367,5.055427388,4.155491334,5.027947172,5.284592985,2.624426222,2.012863289,3.204979222,2.074790394,1.44625414,0.910105664,3.96941456,2.625419938,2.399828426,2.994251851,0.476379999,-1.727020309,0.701833824,0.981434479,2.703109471,1.034072914,1.969544301,1.967128438,1.071558977,2.323258407,1.118828827,0.851897614,-0.765860365
Nepal,NPL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.908265969,1.910320034,1.895111643,7.532448553,-1.203189017,7.040643143,-1.571497498,0.675483464,4.463421601,2.575992126,-1.1953833,3.117800363,-0.476536268,6.333590373,1.456470708,4.39853618,3.016973441,4.40574139,2.368877794,-2.319394203,8.341974134,3.779374654,-2.977405858,9.681130015,6.144905238,4.565650545,1.695618265,7.696808711,4.329647934,4.635036347,6.368150403,4.106406612,3.849850022,8.216002709,3.468451883,5.328284175,5.048612536,3.016389482,4.412573271,6.199999988,4.799892149,0.120143175,3.945037767,4.682603245,3.479181046,3.364614788,3.411560276,6.104639142,4.53307872,4.81641465,3.421828241,4.438493505,3.525153171,6.011482843,3.976053272,0.433113719,8.977279356,7.622376105,6.657055428,-2.088378695
Nauru,NRU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.03030303,9.375,-22.85714286,22.22222222,9.090909091,11.11111111,10,11.36363636,30.6122449,26.5625,3.703703704,3.571428571,-5.747126437,6.097560976,0,1.149425287
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,0.318205051,2.192647184,1.283887467,4.655772854,0.929661198,3.491651537,4.793177383,1.614442485,2.706284843,0.970638937,-0.354165686,0.161232578,0.152969261,-1.090460159,1.09440183,6.391425164,5.11848834,4.72314626,3.616896776,2.049747447,0.797407034,5.450897796,2.905022988,3.464846662,4.674401833,4.54980201,4.028139435,3.321144113,2.880937844,3.027510555,-1.115041324,-0.135169931,1.527994135,2.256736921,2.24064087,2.695783859,3.813831016,3.707375818,3.730079893,3.613281553,3.20574788,1.633932613,1.862851533
OECD members,OED,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.328997621,5.630643128,5.346496605,6.444949127,5.452961959,5.946629279,4.367626134,6.047969957,5.254646775,2.701497611,3.713209918,5.399063634,6.074068417,0.91932697,0.204648259,4.861121541,3.810022,4.486128292,3.932832824,1.148212065,2.029293031,0.249470969,2.930440194,4.71415968,3.70473469,3.094095915,3.51018355,4.582398362,3.856314279,3.038249331,1.313600852,2.174737405,1.332967692,3.168678103,2.654708234,3.148267019,3.577882079,2.956776453,3.370552229,4.058578963,1.390408523,1.593284807,2.114154911,3.278480808,2.881562349,3.103059388,2.678920628,0.293304905,-3.328352409,2.91887669,1.894266002,1.370908197,1.531700824,2.168042283,2.591315825,1.851697927,2.508927844,2.361650794,1.742234622,-4.582640289
Oman,OMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,5.204463599,66.21908378,81.88779671,25.66616882,13.89509644,0.898225086,9.82522417,-14.25205786,11.49880648,24.43350274,20.54012292,1.00721833,-3.69353109,4.331741541,6.035444115,17.04707839,11.5698374,16.66667073,16.71159399,14.00719711,2.002159781,-3.440784158,5.964027641,11.75686184,-0.13042574,6.074078026,8.413884164,6.042960343,3.87577415,4.996819647,3.04594021,6.033512412,2.642337738,0.331496297,6.551066393,4.482802283,-1.10090483,-2.668591212,1.292205037,2.490221492,5.371888789,4.452684151,8.200077978,6.112395533,1.71398521,2.572130108,9.137276419,5.104765081,1.445309953,4.668881263,4.986247456,0.104939491,1.245504843,-0.825239185,
Other small states,OSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.142088935,4.526388375,4.49323411,9.072202582,5.759056789,10.8637161,9.985389928,7.462693571,1.899820388,8.644871694,7.53013143,3.573596557,3.713890602,3.789191724,3.087233632,2.985016112,1.237858633,2.209113589,2.096898089,-5.107580294
Pakistan,PAK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.987346419,4.482858627,8.688831518,7.569757449,10.41936582,5.789951801,5.400612597,7.233220925,5.507899634,11.35346172,0.468372549,0.813406405,7.064263857,3.540191713,4.211415631,5.15618959,3.947698287,8.048533619,3.758435569,10.21570404,7.920763572,6.5374868,6.778378339,5.065205605,7.592114699,5.501653664,6.452343025,7.62527878,4.959768894,4.458586815,5.061567755,7.705897823,1.757747698,3.737415553,4.962609149,4.846581284,1.014396014,2.550234296,3.660132743,4.260088011,3.554418216,2.508337724,5.777033992,7.546860015,6.518778074,5.898984441,4.832817277,1.701405465,2.831658519,1.606688629,2.748405917,3.50703342,4.396456633,4.674707981,4.731147475,5.526735845,5.554277437,5.836417498,1.144749605,-0.935389533
Panama,PAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,10.92659484,8.244736818,8.538788802,4.432130369,9.16003626,7.581401884,8.552931177,6.977388626,8.441389169,6.959226107,9.616137579,4.582812505,5.364310215,2.448319564,1.74091944,1.664461359,1.09402589,9.792643918,4.51475108,13.08448173,9.206809453,5.348456439,-4.491364346,2.709473773,4.942233651,3.567788228,-1.809055481,-13.37984378,1.562247005,8.098993006,9.419005562,8.201680334,5.455744436,2.850146814,1.751678757,4.079703206,6.46099044,7.341500703,3.917206589,2.715374155,0.574272791,2.229149417,4.205495945,7.522079658,7.191279402,8.652465611,11.98398555,9.855654653,1.242992565,5.827993127,11.31362625,9.778827513,6.903436769,5.06661313,5.73269026,4.953434937,5.591328274,3.685344349,2.979715461,-17.944864
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,7.347096331,10.03529333,4.328249818,6.54786765,5.621733449,8.238920446,3.852564408,0.152237711,3.514458913,3.365946003,4.590539928,3.477535123,6.276934756,9.386834919,4.300863165,1.447110995,0.349063699,-2.642502979,4.090750574,5.943335398,5.552041815,-0.222723444,-10.4080858,3.608286538,2.061132066,9.425962361,9.726146431,-9.441273446,-12.31204145,-4.982563536,2.219259103,-0.540509125,5.243577008,12.30836618,7.411395047,2.798973079,6.476824421,-0.391537556,1.494910643,2.694371398,0.617892326,5.453528938,4.165023137,4.958203206,6.285060325,7.528899044,8.518387769,9.126568301,1.095823659,8.332459107,6.327192402,6.139724706,5.852518211,2.382157372,3.252244772,3.953318715,2.518835442,3.96915687,2.203974749,-11.14881188
Philippines,PHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.695470953,4.846294188,7.016265185,3.402494438,5.345089328,4.441158531,5.222687591,5.038159398,4.689473439,3.692487486,5.389008416,5.430387494,8.782009123,3.394606377,5.451102872,8.778403329,5.562970252,5.19238453,5.595571076,5.20071108,3.422208737,3.698406099,1.896951789,-7.039378201,-6.858377208,3.510684029,4.361809673,6.696931106,6.183918203,3.082672528,-0.43639008,0.417629065,2.181889986,4.373665917,4.625225119,5.860347872,5.186411673,-0.514090598,3.346451184,4.382504834,3.049231509,3.716255002,5.086911134,6.569228513,4.942505118,5.316416822,6.51929155,4.344487305,1.448323063,7.33449996,3.858232827,6.896951711,6.750531302,6.347987483,6.348309717,7.14945675,6.930988326,6.341485571,6.118525663,-9.573029875
Palau,PLW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4401233,3.579391408,-3.263369863,4.856009146,3.959868893,-0.405653116,2.021153899,-5.781917893,-6.590462376,0.216072674,6.683682862,1.672602595,-3.387316396,6.293847377,7.539069794,-0.08336373,-3.283788455,-0.107219442,-1.896243292,-9.737417943
Papua New Guinea,PNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.18111172,6.374099317,4.07252177,8.570281528,10.26851981,5.813757985,4.070461474,4.35959025,8.273457947,10.84280577,6.295192572,5.643553369,6.529264831,2.610532599,-0.87988417,-3.38844861,0.834815597,8.549859336,1.832395513,-2.303451199,-0.274829571,0.352944288,3.223163065,-0.354726456,4.000190348,4.693057066,2.770494835,2.909240484,-1.419579885,-3.01216922,9.546897709,13.84908527,18.20228595,5.94210906,-3.312448778,7.733695798,-3.904389656,-3.769113218,1.855553994,-2.494841993,-0.121288606,-0.158900533,2.164102502,2.721175741,6.344795923,5.409944091,7.815189229,-0.296457846,6.800421483,10.12845407,1.107543626,4.657119597,3.824946328,13.54377062,6.578356323,5.489573153,3.534610818,-0.279252285,4.480430608,-3.5
Poland,POL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.015578796,2.514978612,3.738310308,5.292802058,7.102865538,6.115385506,6.449063154,4.640631155,4.654825471,4.561025896,1.258478139,2.035900052,3.49839626,4.982825593,3.506849729,6.131138073,7.061543459,4.19996859,2.832178037,3.740521281,4.757635638,1.324896305,1.125763386,3.378581715,4.23632685,3.141725778,4.830656005,5.353703355,4.744950156,-2.540658682
Pre-demographic dividend,PRE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,12.09170915,12.50684268,9.739695821,3.209604281,4.263238302,8.760354954,-0.5060187,7.204500579,4.935744747,-0.426904721,5.976601999,4.433194639,-4.141647819,-1.212261354,-4.783376103,0.576632685,3.699917413,2.608820815,3.956277772,3.796834626,1.664501194,8.586487903,-8.225713805,2.461237032,-0.791813162,0.141150925,3.252646169,5.725774491,5.804977116,6.920538264,4.24163237,5.439843954,4.476912882,5.785756158,-0.771559771,12.02739175,6.139728887,6.325625411,6.212101258,6.484409673,4.812138767,6.505723149,4.265227378,4.316540167,5.886928352,5.078894564,3.181910475,2.288256077,1.561862981,2.522891924,3.286560921,-3.078407789
Puerto Rico,PRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,7.04173847,8.32331253,8.651047012,7.060923719,9.204842468,7.499148395,6.223223355,5.180434598,9.375234036,8.397917946,6.365448574,7.173574976,6.344895849,2.917378491,-0.654567386,6.243087814,5.950682235,6.931946225,7.906824688,4.243465305,1.147947225,-1.556643208,-2.341974633,5.928686528,3.097442645,4.977367449,5.768998904,5.888372738,4.334952397,-2.840540726,2.304391187,4.564051815,4.644527001,4.185958613,4.548988106,2.313707509,4.880087209,5.530725612,5.389699928,3.271964529,6.313471555,0.916459384,0.053419805,8.748676927,-1.986938733,-1.409414024,-1.16280669,-1.84413425,-1.952425142,-0.413254118,-0.358510628,0.02927511,-0.306826657,-1.190363454,-1.049443651,-1.263002925,-2.885954759,-4.147474747,1.484814635,-3.903305193
"Korea, Dem. People's Rep.",PRK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.534903476,6.614447769,5.873702116,6.310747383,7.46898853,4.077909434,7.544482529,8.875509234,2.120741162,12.61260546,6.631653,8.015695702,11.20067201,1.142859324,-4.347630545,6.900230414,5.602597313,2.815966153,5.638937823,4.589339924,1.618104215,2.135375078,-0.173113548,-1.879979089,2.807438851,4.14095568,6.381394135,7.489108289,6.44063924,3.950522763,4.368206463,1.089476408,-2.043276532,0.964837925,4.28278046,3.504247069,4.400867754,4.807962976,3.90657744,3.816178063,1.943672296,0.770924024,-0.930521193,1.788735682,0.781848216,1.625034176,2.506579646,0.319247925,-3.12207942,1.737625476,-1.696164781,-4.057293608,-0.922644675,0.792190302,1.792046046,2.019485396,3.506345285,2.849325934,2.682759921,-8.442456428
Paraguay,PRY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.900285514,3.300258518,4.710291337,4.212477358,6.167974759,1.991503333,9.150367204,4.527073841,4.701151408,5.553425736,5.538151939,6.631297476,7.302812907,8.381525438,6.852444715,7.525949531,11.4940816,12.02872995,11.86214697,11.71214594,9.17045885,-1.397617717,-3.042617885,2.816599447,4.523135678,4.964835664,7.582304377,5.915372066,6.93520391,4.12328288,3.493650155,1.696428011,4.936359415,5.31791766,6.822810304,1.573785132,4.242516103,0.068037756,-1.366079712,-2.314140568,-0.834054717,-0.021404395,4.320745486,4.057418364,2.133490665,4.807117193,5.421622872,6.49629212,-0.261137328,11.09523127,4.286371207,-0.708043112,8.293076489,5.301238592,2.957151735,4.268025833,4.810078856,3.204250341,-0.401855101,-0.565695447
West Bank and Gaza,PSE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.118512026,1.215151515,14.66722553,14.33420366,8.280429322,-8.556183567,-9.310639083,-12.4891918,14.01586702,21.92523884,11.29065118,-0.996556103,3.788281521,7.429182255,8.593490879,5.777362056,9.600808489,6.096456563,4.698569866,-0.157866651,3.721299671,8.86461882,1.419367563,1.227077378,1.362687466,-11.45745151
Pacific island small states,PSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,4.446383313,-3.429846905,-1.071757196,5.988904479,-2.55886225,5.564949145,-2.553982376,0.835328385,5.005922892,3.940479076,0.072605732,5.591654334,2.954009743,4.84446514,4.445468687,3.120493247,-1.208208659,1.614980773,4.911500113,-1.549818201,1.05993907,1.996630255,2.052953635,4.140627675,2.159874842,2.394091809,0.994831135,1.689923495,-0.954589637,3.125260351,3.837855832,0.76017095,3.299725915,3.64043288,3.665581888,3.729491329,4.348110547,2.917547276,0.911326114,-9.895311721
Post-demographic dividend,PST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.344691761,5.674530081,5.285410305,6.355907246,5.486867192,5.871138656,4.335500575,5.974849867,5.331383885,2.621948892,3.693180072,5.348540343,6.111177039,0.746132952,0.046972879,4.861370297,3.82660432,4.396602917,3.846160755,0.964932847,1.884845092,0.316904284,3.169024755,4.772280884,3.716102678,3.23402596,3.522368092,4.712875847,3.857136813,2.822325849,1.220456196,1.980402336,1.125647393,3.085118944,2.691885478,2.955184632,3.373680245,2.787196671,3.469324224,4.002922923,1.501640682,1.577737321,2.098237063,3.210862153,2.826223674,3.009238536,2.624422918,0.254916834,-3.347691315,2.848759567,1.684852059,1.238211295,1.404177937,1.998171087,2.302442181,1.770852815,2.381474245,2.2683894,1.701119271,-4.800726244
French Polynesia,PYF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,9.576578233,-4.739166615,14.93080214,-2.685941013,1.626711344,12.00240864,-4.695078729,7.802561119,18.0010489,-4.902702395,8.203616323,2.078992708,9.892559299,3.925924174,0.484901265,8.504729377,9.971638464,5.40631995,5.405686083,5.406543042,8.400003124,7.100004353,2.399998744,3.000001971,2.200000128,4.899996207,0.899997568,0.100003234,0.800002286,0.49999391,0.300000309,1.900004136,6.199995779,4.000004639,4.000000359,,,,,,,,,,,,,,,,2.302198237,4.292633631,3.26774109,2.970024911,-7.599875554
Qatar,QAT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.898186662,7.18215168,3.719958677,19.21891534,7.492758483,26.17024567,17.98565682,17.66355636,11.95656113,19.59233153,13.37517641,4.730011844,5.556040643,5.334323292,4.753345724,3.064191884,-1.497604702,1.234872202,0.68824096,-3.557603999
